Page,MiracleHunter Entry,Status,Existing Link,Additional Tags
1400-1499,1433 - Ancona (Italy),Queued for approval (MiracleHunter link added this pass — was missing),research_findings candidate acd8959a-8e80-40dc-bc2b-70bf73af9be2,
1400-1499,1438 - Bologna (Italy),Excluded — no locatable site identified (MiracleHunter link added this pass — was missing),research_findings excluded a975c748-9090-45d4-bda3-6d0c334fa8fd,
1400-1499,1440 - Rome (Italy) - Frances Ponziani,Queued for approval (MiracleHunter link added this pass — was missing),research_findings candidate 8ddeadf4-968d-4c2c-be80-2b3273772d55,
1400-1499,"Oct 9, 1440 - Desenzano al Serio, Lombardy (Italy)",Queued for approval (MiracleHunter link added this pass — was missing),research_findings candidate 7f422ea8-f7e8-4d0c-90ef-ec4a5fd5d402,
1400-1499,1440 - Maria Fallsbach (Austria),Queued for approval (MiracleHunter link added this pass — was missing),research_findings candidate 328361d8-427e-4caf-9b46-4324d7a5a7cb,
1400-1499,1443 - Fez (Morocco),Excluded — no locatable site identified (marian-sites tag and MiracleHunter link added this pass — both missing),research_findings excluded b73e3193-ab22-4cac-bb4c-4e9b6d3a885d,
1400-1499,1443 - Madrid (Spain) - Blessed Beatrice of Silva,"Excluded — no locatable site identified (tag and link added this pass; her real documented sites are Tordesillas and Toledo, not Madrid)",research_findings excluded b61f5483-8c30-4ce2-be63-85c7c55a7124,
1400-1499,1446 - Fiesole (Italy),"Excluded — no locatable site identified (link added this pass; distinct from the real, published 1328 Andrew Corsini Fiesole tradition on the 1300-1399 page)",research_findings excluded e0700fea-a65c-452b-b2e8-6c6017be2302,
1400-1499,"1447 - Saluzzo, Piedmont (Italy)",Excluded — no locatable site identified (MiracleHunter link added this pass — was missing),research_findings excluded 4930503c-d34d-48f9-9a4e-16fd491ba568,
1400-1499,Betharram Pyrenees (France) [undated entry],Queued for approval (MiracleHunter link added this pass — was missing; same site as the ca. 1450 Betharram entry below),research_findings candidate 03849be2-5b8a-4d11-8e47-4512f794b3a4,
1400-1499,"Mar 3, 1449 - Cubas de la Sagra (Spain)",Queued for approval (MiracleHunter link added this pass — was missing),research_findings candidate 60bd6b77-2b7a-4595-8345-688b33ef7c13,
1400-1499,"March 3-19, 1449 - Madrid (Spain) - Inés Martinez",Queued for approval (same site/tradition as the Cubas de la Sagra entry above — Inés Martinez's convent),research_findings candidate 60bd6b77-2b7a-4595-8345-688b33ef7c13,
1400-1499,1449 - Anderlecht (Belgium),Queued for approval (MiracleHunter link added this pass — was missing),research_findings candidate 9584ff9b-003e-4d9b-b52e-fed308d2f170,
1400-1499,1450 - Bologna (Italy) - St. Catherine Vigri,Queued for approval (MiracleHunter link added this pass — was missing),research_findings candidate 99791930-11dd-4704-9d78-48cb57cb68db,
1400-1499,ca. 1450 - Betharram (France) [second listing],Queued for approval (same site as the earlier undated Betharram entry on this page — duplicate tradition),research_findings candidate 03849be2-5b8a-4d11-8e47-4512f794b3a4,
1400-1499,Trani (Italy) [undated entry],Queued for approval (dedicated-subpage MiracleHunter link added this pass — was missing),research_findings candidate 650dd079-b753-4232-8a33-cc838548de17,
1400-1499,Matraverebély-Szentkist (Hungary) [undated entry],Queued for approval (MiracleHunter link added this pass — was missing),research_findings candidate d40db578-e8c7-4468-966c-45db7e97026f,
1400-1499,Florence (Italy) [undated entry] - St. Pierozzi Anthony,Queued for approval (MiracleHunter link added this pass — was missing),research_findings candidate b9da26e9-f19d-404b-a1ec-0ac380b5a3a6,
1400-1499,late 15th century - Graffignano (Italy),Queued for approval (MiracleHunter link added this pass — was missing),research_findings candidate 03db5fc0-f3bb-4acc-a768-95d625002df5,
1400-1499,"Aug 14, 1453 - Ghisalba (Italy)",Queued for approval (MiracleHunter link added this pass — was missing),research_findings candidate 8c2f4ba3-e4bd-46f4-9408-9aa5230130d7,
1400-1499,1457 - Milan (Italy) - St. Veronica de Binasco,"Queued for approval (MiracleHunter link added this pass — was missing; MiracleHunter's ""Milan"" refers to the nearby town of Binasco, her documented parish)",research_findings candidate abcd5e34-c77b-4702-9f66-fb37d81b2a38,
1400-1499,1460 - Loreto (Italy) - Holy House of Mary,Queued for approval (MiracleHunter link added this pass — was missing),research_findings candidate d52bf222-67b3-4cb1-afb9-6971e8ecb513,
1400-1499,"April 3,1460 - Crema, Cremona, Lombardy (Italy)",Queued for approval (MiracleHunter link added this pass — was missing),research_findings candidate ea76739f-30d2-4bce-9fe7-1580ad1b9971,
1400-1499,"May 8, 1460 - Saronno (Italy)",Not previously ingested — written as new lead this pass,research_findings candidate 28ad9bea-7dd9-4a2b-81d1-b8ab99bcf59c,
1400-1499,1464 - Brescia (Italy) - Blessed Stephana de Quinzanis,"Queued for approval (dedicated-subpage MiracleHunter link added this pass — was missing; real documented site is the Church of San Giacomo, Soncino, where she later lived — MiracleHunter's ""Brescia"" is her birthplace)",research_findings candidate 45f37ee1-968c-46d0-a61e-7d22b9359812,
1400-1499,Sept 1465 - Garlasco (Italy),Queued for approval (MiracleHunter link added this pass — was missing),research_findings candidate 6b4539de-81b3-4cb5-bd28-d047f97899bd,
1400-1499,October 1465 - Paris (France) - Bl. Alan de Rupe,Excluded — no locatable site identified (MiracleHunter link added this pass — was missing),research_findings excluded 094cd748-e3d0-4d9b-8003-ad4b7d645049,
1400-1499,Sept 1468 - Ospedaletto Euganeo (Italy),Queued for approval (MiracleHunter link added this pass — was missing),research_findings candidate 13b30918-1058-4c3b-b2b6-fe8759965fe1,
1400-1499,"November 1470 - Badia di Cava (Italy) - Gabrielle Cinnamo","Queued for approval (MiracleHunter link added this pass — was missing; same Sanctuary of Maria SS. Avvocata tradition as the Nov 1485 ""Cava"" and April 1490 ""Cava de' Tirreni"" entries below)",research_findings candidate 9e5f5842-de6c-4752-bfb5-a79b54e7d99a,
1400-1499,1471 - Lignières (France),Queued for approval (MiracleHunter link added this pass — was missing),research_findings candidate 1e91d2b3-3c5f-4da2-8efd-e507793ba3fb,
1400-1499,1471 - Krakow (Poland),Queued for approval (MiracleHunter link added this pass — was missing),research_findings candidate e1106dae-aff6-4cff-9a76-0ead049b4281,
1400-1499,Aug 1479 - Mogliano Veneto (Italy),Queued for approval (MiracleHunter link added this pass — was missing),research_findings candidate e3206331-3d6e-46e3-92ca-36c3efdd8630,
1400-1499,"May 18, 1480 - Canzano (Italy)",Queued for approval (MiracleHunter link added this pass — was missing),research_findings candidate 39ce961f-65fe-44fb-881b-13bf7d039161,
1400-1499,"July 16, 1480 - Boccadirio (Italy)",Queued for approval (MiracleHunter link added this pass — was missing),research_findings candidate e80c507a-a8dd-4790-94a7-e79e56e931ce,
1400-1499,c. 1480 - Rome (Italy) - Bl. Amadeo Mendez da Silva,Excluded — no locatable site identified (MiracleHunter link added this pass — was missing),research_findings excluded 40c40a65-1e20-4148-bf56-2f32cd1d8918,
1400-1499,"March 27, 1483 - Imola (Italy)",Queued for approval (MiracleHunter link added this pass — was missing),research_findings candidate 1a471db0-63d6-442d-9d3f-7daddb002c55,
1400-1499,1484 - 90 - Sasso (Italy) - The Ricovera sisters,Not previously ingested — written as new lead this pass,research_findings candidate aabe123f-ed69-4816-a412-d82e64678c14,
1400-1499,"August 15, 1484 - Lepe, Huelva, Andalucía (Spain)",Queued for approval (MiracleHunter link added this pass — was missing),research_findings candidate b36b8236-e06b-4f43-b69d-36ba59d3bc25,
1400-1499,November 1485 - Cava (Italy) - Gabriel Cinnamo / Friar John of Naples,"Queued for approval (MiracleHunter link added this pass — was missing; same Sanctuary of Maria SS. Avvocata tradition as the Nov 1470 ""Badia di Cava"" and April 1490 ""Cava de' Tirreni"" entries)",research_findings candidate 9e5f5842-de6c-4752-bfb5-a79b54e7d99a,
1400-1499,"1487 - Our Lady of Light (Liébana, Spain)",Queued for approval (MiracleHunter link added this pass — was missing),research_findings candidate 7d29dd58-af61-4f3b-8e45-e79fd89b4bc9,
1400-1499,"1490 - Alaexos, Castiglia (Spain)","Queued for approval (MiracleHunter link added this pass — was missing; same site as the undated ""Alexos, Castile"" entry below)",research_findings candidate e2ea5b63-8b90-4006-979a-410f40a4c184,
1400-1499,"April 3, 1490 - Cava de' Tirreni, Salerno, Campania (Italy) - Madonna dell'Avvocata","Queued for approval (MiracleHunter link added this pass — was missing; same Sanctuary of Maria SS. Avvocata tradition as the 1470/1485 Cava entries above)",research_findings candidate 9e5f5842-de6c-4752-bfb5-a79b54e7d99a,
1400-1499,"Aug 29, 1490 - Monte Figogna, Liguria (Italy)",Queued for approval (dedicated-subpage MiracleHunter link added this pass — was missing),research_findings candidate 4caf99ee-cb5d-4c4c-8f45-c407ca6b846f,
1400-1499,1491 - Trois-Epis (France),Queued for approval (MiracleHunter link added this pass — was missing),research_findings candidate 0fbd5b31-e341-4e91-bc90-f90e9d94ab00,
1400-1499,"October 10, 1492 - Gallivaggio (Italy)",Queued for approval (MiracleHunter link added this pass — was missing),research_findings candidate 2cecffbd-513f-4cbf-bec5-644ef6fcdb10,
1400-1499,"July 16, 1493 - Raccogni (Italy)","Queued for approval (MiracleHunter link added this pass — was missing; real place name is Racconigi, Cuneo — MiracleHunter's own spelling is garbled)",research_findings candidate e712f178-6a8a-4fa9-a749-45f1e728daf7,
1400-1499,"July 17, 1494 - Balze di Vergereto (Italy)",Excluded — no locatable site identified (MiracleHunter link added this pass — was missing),research_findings excluded a1033993-61fa-4ec0-8087-dc07d25fac22,
1400-1499,May 23 [1480] - Rhodes (Greece),Queued for approval (MiracleHunter link added this pass — was missing),research_findings candidate 99f5d511-80a2-4d46-a028-2bf51869f16f,
1400-1499,Locarno (Switzerland) [undated entry] - Madonna del Sasso,Queued for approval (MiracleHunter link added this pass — was missing),research_findings candidate 1f53fba6-e209-4a55-b73a-39f67a9b44d1,
1400-1499,"Alexos, Castile (Spain) [undated entry] - Nuestra Senora de la Casita","Queued for approval (MiracleHunter link added this pass — was missing; same site as the 1490 ""Alaexos, Castiglia"" entry above)",research_findings candidate e2ea5b63-8b90-4006-979a-410f40a4c184,
1400-1499,1496 - Azagna (Spain) - Joan Nasquez of the Cross,"Queued for approval (same visionary — Bl. Juana de la Cruz — and site as the 1449 Cubas de la Sagra entries above; Azagna itself has no separate structure)",research_findings candidate 60bd6b77-2b7a-4595-8345-688b33ef7c13,
1400-1499,"July 23, 1496 - Monte Altino (Italy)",Queued for approval (MiracleHunter link added this pass — was missing),research_findings candidate c1c0e383-c52f-4a52-8d24-25d1ad3f69cf,
